id,category,bathrooms,bedrooms,price_type,square_feet,cityname,state,latitude,longitude,has_Gym,has_Parking,has_Pool,has_Internet_Access,has_Elevator,allows_Dogs,allows_Cats,price
5509167521,apartment,1,1,Monthly,900,Jersey City,NJ,40.722,-74.0644,0,1,0,0,0,0,0,3100
5668641254,apartment,1,2,Monthly,1200,Fernandina Beach,FL,30.6378,-81.4612,0,0,0,0,0,0,0,1550
5668623673,apartment,1,2,Monthly,520,Denver,CO,39.736,-104.9819,0,0,1,1,0,1,1,1458
5668635574,apartment,1,1,Monthly,975,Burlington,VT,44.5072,-73.2452,0,0,0,0,0,1,1,1600
5668614460,apartment,1,1,Monthly,750,Kingsport,TN,36.5311,-82.5209,0,0,0,0,0,0,1,635
5664569086,apartment,1,1,Monthly,250,San Antonio,TX,29.4624,-98.5253,0,0,0,0,0,0,0,650
5668632065,apartment,1,3,Monthly,1300,Lafayette,LA,30.1909,-92.0646,0,0,0,0,0,1,1,1200
5668630190,apartment,1,1,Monthly,1145,Sioux Falls,SD,43.5329,-96.7265,0,0,0,0,0,1,1,1065
5668642962,apartment,1,1,Monthly,850,Baton Rouge,LA,30.4415,-91.1012,0,0,0,0,0,0,0,600
5664573326,apartment,1,2,Monthly,400,Dania Beach,FL,26.0512,-80.147,0,0,1,0,0,0,0,3000
5668627396,apartment,1,1,Monthly,714,Detroit,MI,42.3882,-83.1122,0,1,0,0,1,1,1,3000
5668637566,apartment,3,4,Monthly,2528,Georgetown,TX,30.6505,-97.6809,0,0,0,0,0,1,1,2700
5668626953,apartment,3,4,Monthly,2344,Henderson,NV,36.0516,-115.0235,0,0,0,0,0,0,0,2275
5668615212,apartment,2,2,Monthly,1245,Blue Springs,MO,39.0146,-94.2843,0,0,1,1,0,1,1,930
5664596575,apartment,2,3,Monthly,2019,North Las Vegas,NV,36.2342,-115.144,0,0,0,0,0,0,0,2050
5668624201,apartment,2,3,Monthly,1128,Douglasville,GA,33.7218,-84.744,0,0,0,0,0,1,1,1199
5668620814,apartment,1,3,Monthly,520,Springfield,MO,37.1892,-93.2908,0,1,1,1,1,1,1,610
5664577870,apartment,1,1,Monthly,486,Chicago,IL,41.8625,-87.6825,0,1,0,0,0,1,1,1093
5668628451,apartment,2,2,Monthly,1009,Bradenton,FL,27.4982,-82.5662,0,0,0,0,0,0,0,1199
5668626845,apartment,1,1,Monthly,900,Sunnyvale,CA,37.3695,-122.0241,0,1,0,0,0,0,0,1850
5664574872,apartment,1,1,Monthly,775,Houston,TX,29.7714,-95.4343,0,1,1,0,0,1,1,814
5668642240,apartment,1,2,Monthly,775,Omaha,NE,41.2562,-96.0404,0,0,0,0,0,1,1,850
5664575354,apartment,1,1,Monthly,500,Baltimore,MD,39.3191,-76.6126,0,1,0,1,0,1,1,1850
5508758238,apartment,2,2,Monthly,1152,Kernersville,NC,36.1147,-80.0915,1,0,1,1,0,1,1,797
5668611426,apartment,1,3,Monthly,849,Tempe,AZ,33.3898,-111.9272,0,1,1,1,0,1,1,1185
5668630647,apartment,1,1,Monthly,620,Austin,TX,30.3054,-97.7497,0,0,0,0,0,0,0,1269
5668626919,apartment,1,2,Monthly,720,San Francisco,CA,37.7599,-122.4379,0,0,0,0,0,0,0,3200
5509086939,apartment,1,2,Monthly,851,Barrington,NJ,39.8652,-75.0568,0,1,1,0,0,1,1,1065
5668634938,apartment,1,3,Monthly,611,Grand Forks,ND,47.9179,-97.0658,0,0,0,0,0,1,1,880
5659898888,apartment,1,1,Monthly,250,Charlotte,NC,35.2016,-80.8124,0,0,1,0,0,0,0,645
5668619419,apartment,1,1,Monthly,400,Longmont,CO,40.162,-105.1342,0,0,0,0,0,0,0,700
5668621868,apartment,1,1,Monthly,710,Urbandale,IA,41.6251,-93.7375,0,1,1,0,0,1,1,760
5668618400,apartment,3,3,Monthly,1470,West Lafayette,IN,40.4969,-86.9659,0,0,0,0,0,1,1,960
5664596429,apartment,2,2,Monthly,1575,Lake Orion,MI,42.7624,-83.2742,0,0,0,0,0,1,1,1700
5668624897,apartment,1,2,Monthly,300,Brooklyn,NY,40.6496,-73.9596,0,1,0,1,1,0,0,1425
5668631644,apartment,1,1,Monthly,792,Austin,TX,30.3054,-97.7497,1,0,1,0,0,0,0,1130
5668617683,apartment,1,1,Monthly,652,Dallas,TX,32.8212,-96.7853,0,0,0,0,0,1,1,809
5668613968,apartment,1,1,Monthly,644,Woodbridge,VA,38.6487,-77.3152,0,0,1,0,0,1,1,1320
5653562906,apartment,1,2,Monthly,1000,Madison,WI,43.0724,-89.4003,0,1,0,1,0,0,1,1300
5659895699,apartment,1,2,Monthly,550,Minneapolis,MN,44.9855,-93.3023,0,1,1,0,0,1,1,1400
5668627406,apartment,2,2,Monthly,966,Louisville,KY,38.2009,-85.6999,0,0,0,0,0,0,0,975
5668626258,apartment,1,3,Monthly,900,Grand Rapids,MI,42.9497,-85.6417,0,0,0,0,0,0,0,825
5668634676,apartment,2,3,Monthly,2030,Denver,CO,39.736,-104.9819,0,0,0,0,0,1,1,2680
5668626821,apartment,2,2,Monthly,1241,Richmond,CA,37.9389,-122.3331,0,0,0,0,0,1,1,3430
5668623468,apartment,1,1,Monthly,550,San Antonio,TX,29.4624,-98.5253,0,0,0,0,0,0,0,834
5668617867,apartment,1,1,Monthly,766,Fond Du Lac,WI,43.7815,-88.4411,0,1,0,0,0,0,0,640
5509224722,apartment,1,1,Monthly,850,Marietta,GA,33.9295,-84.4662,1,0,0,0,0,0,0,910
5668621213,apartment,1,1,Monthly,619,Iowa City,IA,41.6595,-91.535,0,1,0,1,1,0,0,1000
5509113967,apartment,1,2,Monthly,993,Arlington,TX,32.6924,-97.1324,0,0,1,0,0,0,0,1290
5668627646,apartment,1,1,Monthly,460,Austin,TX,30.3054,-97.7497,0,0,0,0,0,1,1,840
5668609124,apartment,1,1,Monthly,585,Houston,TX,29.7714,-95.4343,1,0,0,0,0,0,0,700
5668614387,apartment,1,1,Monthly,504,Champaign,IL,40.1145,-88.2723,0,1,0,1,1,0,0,950
5668626571,apartment,1,2,Monthly,1150,Phoenix,AZ,33.5178,-112.0848,0,0,0,0,0,1,1,1450
5668633186,apartment,1,1,Monthly,516,Austin,TX,30.3315,-97.6645,0,1,1,0,0,0,0,974
5668634098,apartment,1,1,Monthly,645,Greensboro,NC,36.0723,-79.8196,0,1,1,1,0,1,1,625
5653576212,apartment,1,3,Monthly,2300,Portland,OR,45.5091,-122.6449,0,0,0,0,0,0,1,3495
5509109189,apartment,1,2,Monthly,850,Dayton,OH,39.8456,-84.1117,0,0,0,0,0,1,1,525
5664597915,apartment,2,3,Monthly,1920,Baton Rouge,LA,30.4415,-91.1012,0,0,0,0,0,1,1,1400
5668620590,apartment,1,1,Monthly,250,Coatesville,PA,39.9849,-75.8127,0,0,0,0,0,0,0,575
5668621873,apartment,1,2,Monthly,800,West Des Moines,IA,41.5835,-93.7597,0,0,0,0,0,0,0,725
5668632794,apartment,1,1,Monthly,865,San Antonio,TX,29.4624,-98.5253,0,1,1,1,1,1,1,1200
5668632460,apartment,1,3,Monthly,597,Austin,TX,30.3054,-97.7497,1,0,1,0,0,0,0,1210
5668618832,apartment,1,1,Monthly,750,Tallahassee,FL,30.4601,-84.2714,0,1,1,1,0,1,1,690
5509148081,apartment,1,1,Monthly,674,Lynnwood,WA,47.8495,-122.2825,1,1,1,0,0,0,0,1618
5659916311,apartment,1,1,Monthly,560,Los Angeles,CA,34.0372,-118.2972,0,0,0,0,0,1,1,2045
5664567303,apartment,1,1,Monthly,200,0,0,0.0,0.0,0,0,0,0,0,0,0,525
5668634019,apartment,2,2,Monthly,1200,Fayetteville,AR,36.0785,-94.1531,0,0,0,0,0,1,1,820
5668624209,apartment,2,4,Monthly,1498,Kennesaw,GA,34.0163,-84.6233,0,0,0,0,0,1,1,1425
5509149671,apartment,2,3,Monthly,1502,Aliquippa,PA,40.6057,-80.2842,1,0,1,0,0,0,0,1727
5509043590,apartment,1,2,Monthly,496,Wharton,NJ,40.9151,-74.6004,1,0,1,0,0,0,0,1540
5668627413,apartment,1,1,Monthly,794,Detroit,MI,42.3882,-83.1122,0,1,0,0,1,1,1,2990
5509163901,apartment,2,2,Monthly,1189,Raleigh,NC,35.7798,-78.6231,0,0,0,0,0,0,0,1159
5664577872,apartment,2,2,Monthly,871,Chicago,IL,41.8625,-87.6825,0,0,0,0,0,1,1,1755
5668618373,apartment,1,2,Monthly,640,West Lafayette,IN,40.4969,-86.9659,0,1,0,0,0,0,0,920
5642336316,apartment,1,1,Monthly,525,Atlanta,GA,33.7848,-84.3922,0,0,0,0,0,1,1,1250
5642321464,apartment,1,2,Monthly,650,Madison,WI,43.0724,-89.4003,0,1,0,0,0,1,1,1500
5668275969,apartment,1,2,Monthly,801,Meeker,OK,35.5017,-96.8974,0,0,0,0,0,0,0,632
5668614354,apartment,1,1,Monthly,715,Plymouth,MA,41.8729,-70.6414,0,1,1,0,0,1,1,1775
5509140956,apartment,2,2,Monthly,1082,Mount Laurel,NJ,39.9478,-74.9117,1,0,1,0,0,0,0,1764
5509013232,apartment,1,1,Monthly,750,Bellevue,WA,47.6146,-122.1684,1,0,1,0,0,0,0,1708
5668616833,apartment,1,2,Monthly,1500,Tampa,FL,28.0076,-82.4792,0,0,0,0,0,1,1,2799
5668631947,apartment,1,1,Monthly,846,Austin,TX,30.3054,-97.7497,0,1,1,0,0,0,0,1044
5660651353,apartment,2,2,Monthly,1187,Manassas,VA,38.7418,-77.4684,0,1,1,0,0,1,1,1675
5664576295,apartment,1,2,Monthly,500,Saint Louis,MO,38.6274,-90.304,0,1,1,1,1,1,1,605
5509105958,apartment,2,2,Monthly,1154,Lithonia,GA,33.6795,-84.1596,1,1,1,0,0,1,1,1095
5664597269,apartment,1,2,Monthly,900,Portland,OR,45.5091,-122.6449,0,0,0,0,0,0,0,1675
5668633895,apartment,1,2,Monthly,917,Gresham,OR,45.4913,-122.4185,0,0,0,0,0,1,1,1295
5668633609,apartment,1,2,Monthly,675,Minot,ND,48.2469,-101.3017,0,0,0,0,0,1,1,595
5668633037,apartment,2,2,Monthly,1650,Lake Charles,LA,30.1868,-93.1908,0,0,0,0,0,1,1,1550
5668638065,apartment,1,2,Monthly,750,Atlanta,GA,33.7848,-84.3922,0,0,0,0,0,1,1,1101
5668609791,apartment,1,1,Monthly,751,Houston,TX,29.7714,-95.4343,0,0,0,0,0,0,1,1314
5668633231,apartment,1,1,Monthly,789,Los Angeles,CA,34.0372,-118.2972,0,0,0,1,1,1,1,2290
5509276953,apartment,2,2,Monthly,1063,Lynnwood,WA,47.8616,-122.2729,1,0,1,1,0,0,0,1992
5508671082,apartment,2,2,Monthly,1119,East Orange,NJ,40.7647,-74.2119,1,1,0,1,1,1,1,2620
5668632429,apartment,1,2,Monthly,569,Austin,TX,30.3054,-97.7497,1,0,0,0,0,0,0,1512
5664569610,apartment,2,2,Monthly,870,San Antonio,TX,29.4624,-98.5253,0,0,0,0,0,0,0,1225
5664570053,apartment,1,1,Monthly,400,Denver,CO,39.736,-104.9819,0,0,0,0,0,0,0,700
5653585916,apartment,0,1,Monthly,600,Austin,TX,30.3054,-97.7497,0,0,0,0,0,0,0,974
5659911618,apartment,2,2,Monthly,1596,Concord,NC,35.4047,-80.6098,0,0,0,0,0,1,1,1425
5668623402,apartment,1,1,Monthly,485,San Francisco,CA,37.7599,-122.4379,0,0,0,0,0,1,1,4200
5668621169,apartment,1,0,Monthly,344,Chattanooga,TN,35.0462,-85.2352,0,1,1,1,1,1,1,800
5509142123,apartment,1,2,Monthly,985,Glen Burnie,MD,39.1627,-76.6354,0,0,1,0,0,1,1,1360
5668616768,apartment,1,1,Monthly,906,Hoover,AL,33.3926,-86.8018,0,0,0,0,0,0,1,730
5668627531,apartment,1,2,Monthly,448,Austin,TX,30.3054,-97.7497,0,0,0,0,0,1,1,1688
5664577303,apartment,1,1,Monthly,250,Phoenix,AZ,33.5178,-112.0848,0,0,0,0,0,0,0,660
5668612234,apartment,1,1,Monthly,776,Mandan,ND,46.8296,-100.8908,0,0,0,0,0,0,0,805
5668628901,apartment,1,2,Monthly,1191,Vancouver,WA,45.6558,-122.5888,0,0,0,0,0,1,1,1495
5668634947,apartment,1,1,Monthly,660,Sioux Falls,SD,43.5329,-96.7265,0,0,0,0,0,0,0,740
5509005293,apartment,1,1,Monthly,500,Los Angeles,CA,33.9943,-118.462,0,0,0,0,0,0,0,2999
5668632355,apartment,1,2,Monthly,448,Austin,TX,30.3054,-97.7497,1,0,1,0,0,0,0,1729
5668611072,apartment,1,2,Monthly,900,Tampa,FL,28.0076,-82.4792,0,1,1,0,0,1,1,1289
5668610744,apartment,2,4,Monthly,1947,Desoto,TX,32.5916,-96.8677,0,0,1,0,0,1,1,1749
5668622846,apartment,2,3,Monthly,1950,Columbia,SC,34.0505,-81.0098,0,0,0,0,0,1,1,1299
5668636895,apartment,1,1,Monthly,600,Bloomington,IN,39.1471,-86.5136,0,0,0,0,0,0,1,850
5668628423,apartment,2,2,Monthly,925,Denton,TX,33.1993,-97.1268,0,0,0,0,0,1,1,1150
5668641011,apartment,1,1,Monthly,593,Kingsport,TN,36.5311,-82.5209,0,0,0,0,0,1,1,599
5668629388,apartment,2,2,Monthly,1006,Grand Forks,ND,47.9179,-97.0658,0,0,0,0,0,0,0,915
5668639796,apartment,2,2,Monthly,880,Oklahoma City,OK,35.471,-97.5299,0,0,0,0,0,1,0,665
5668612744,apartment,1,1,Monthly,700,Mountlake Terrace,WA,47.7921,-122.3045,0,0,1,0,0,0,1,1335
5509184641,apartment,2,2,Monthly,1063,Greenville,NC,35.6264,-77.4386,0,0,0,0,0,0,0,956
5508754206,apartment,2,2,Monthly,934,Virginia Beach,VA,36.8379,-76.0939,1,0,1,0,0,0,0,1180
5509202437,apartment,1,1,Monthly,719,Marietta,GA,34.0341,-84.5061,1,1,1,0,0,1,1,1094
5509205396,apartment,2,2,Monthly,1000,Marietta,GA,34.0341,-84.5061,0,0,1,0,0,1,1,1210
5509159518,apartment,2,2,Monthly,932,Maple Valley,WA,47.3949,-122.0287,1,1,1,0,0,0,0,1965
5668631873,apartment,1,1,Monthly,614,San Francisco,CA,37.7599,-122.4379,0,0,0,0,0,0,0,3486
5509116642,apartment,1,1,Monthly,748,Kent,WA,47.3907,-122.2626,0,0,0,0,0,0,0,1501
5509135865,apartment,1,1,Monthly,800,Newark,NJ,40.7394,-74.1845,0,1,0,0,0,0,0,1030
5668629766,apartment,1,2,Monthly,337,Austin,TX,30.3054,-97.7497,0,0,0,0,0,0,0,809
5668611090,apartment,1,2,Monthly,650,Kansas City,MO,39.0744,-94.5521,0,1,0,0,0,1,1,950
5508743935,apartment,1,2,Monthly,357,Cleveland,OH,41.4729,-81.7374,0,1,0,0,0,0,0,614
5668614280,apartment,1,2,Monthly,760,Chicago,IL,41.8625,-87.6825,0,0,0,0,0,1,1,1406
5668637770,apartment,3,2,Monthly,1519,Denver,CO,39.736,-104.9819,0,0,0,0,0,1,1,2600
5509186264,apartment,2,2,Monthly,939,Norman,OK,35.2505,-97.4596,0,1,0,0,0,1,1,1350
5668620271,apartment,1,1,Monthly,603,Columbia,MO,38.9401,-92.3167,0,1,0,1,1,0,0,1299
5668614935,apartment,1,1,Monthly,777,Oklahoma City,OK,35.471,-97.5299,0,0,1,0,0,1,1,820
5664579097,apartment,1,1,Monthly,810,Anoka,MN,45.2835,-93.3871,0,1,1,1,1,1,1,1200
5668634042,apartment,2,3,Monthly,1200,Gravette,AR,36.421,-94.4498,0,0,0,0,0,1,1,875
5668620574,apartment,1,1,Monthly,475,Port Arthur,TX,29.9142,-93.9383,0,1,0,0,0,0,0,721
5668639246,apartment,2,2,Monthly,1612,Coronado,CA,32.6596,-117.1595,0,0,0,0,0,1,0,4000
5509159604,apartment,2,2,Monthly,956,Maple Valley,WA,47.3949,-122.0287,1,1,1,0,0,0,0,1965
5668611708,apartment,1,2,Monthly,350,Washington,DC,38.9118,-77.0132,0,1,0,0,0,1,1,1550
5668636029,apartment,1,2,Monthly,800,San Diego,CA,32.7876,-117.1265,0,0,0,0,0,1,1,1950
5509276475,apartment,1,1,Monthly,527,Oklahoma City,OK,35.4595,-97.3973,0,0,1,1,0,1,1,559
5631135593,apartment,2,4,Monthly,1550,Benton,AR,34.5687,-92.5783,0,1,0,0,0,0,0,1225
5667957026,apartment,1,2,Monthly,925,Los Angeles,CA,34.1056,-118.3668,0,1,0,0,0,0,0,2495
5664569584,apartment,2,2,Monthly,976,San Antonio,TX,29.4624,-98.5253,0,0,0,0,0,0,0,1429
5668642139,apartment,1,3,Monthly,1193,Brooklyn Center,MN,45.0684,-93.3317,0,1,0,0,0,0,0,1482
5509270628,apartment,2,2,Monthly,1135,Mansfield,TX,32.4797,-96.9807,0,1,1,0,0,0,0,1685
5652839935,apartment,2,2,Monthly,1000,San Francisco,CA,37.774,-122.4104,0,0,0,0,0,1,1,2800
5668615591,apartment,1,2,Monthly,535,Englewood,CO,39.6169,-104.919,0,0,0,0,0,1,1,969
5668617846,apartment,1,1,Monthly,710,Mankato,MN,44.1643,-94.0102,0,1,0,0,1,0,0,668
5668617778,apartment,1,1,Monthly,700,Philadelphia,PA,40.0054,-75.1415,0,1,0,0,0,1,1,950
5668637897,apartment,1,1,Monthly,647,Ames,IA,42.0259,-93.6516,0,0,0,0,0,1,1,825
5509003759,apartment,2,2,Monthly,1379,Needham Heights,MA,42.3015,-71.2316,1,1,1,1,0,0,0,3497
5668627236,apartment,1,2,Monthly,783,Campbell,CA,37.28,-121.9559,0,0,0,0,0,0,0,2245
5668611209,apartment,1,2,Monthly,500,Ypsilanti,MI,42.2368,-83.6103,0,1,1,1,0,1,1,849
5668626116,apartment,1,1,Monthly,700,Seattle,WA,47.616,-122.3275,0,0,0,0,0,0,0,1320
5664597772,apartment,2,2,Monthly,954,Raleigh,NC,35.823,-78.6438,0,0,0,0,0,1,0,1395
5508822206,apartment,1,1,Monthly,558,Dallas,TX,32.9012,-96.7916,1,0,1,0,0,1,1,840
5668636913,apartment,1,2,Monthly,493,Flint,MI,43.0257,-83.701,0,0,0,0,0,0,0,870
5668624545,apartment,1,3,Monthly,616,Hyattsville,MD,38.9633,-76.9375,0,1,1,1,0,0,1,1219
5668620223,apartment,2,4,Monthly,1500,Cedar Falls,IA,42.5286,-92.4509,0,1,0,0,0,1,1,1500
5509054259,apartment,2,2,Monthly,1076,Suwanee,GA,34.0648,-84.0849,1,1,1,1,1,1,1,1920
5668610062,apartment,1,1,Monthly,576,Ypsilanti,MI,42.2368,-83.6103,0,1,1,0,0,1,1,819
5668623144,apartment,1,1,Monthly,785,Knoxville,TN,35.9695,-83.981,0,1,1,1,1,1,1,949
5668613253,apartment,1,1,Monthly,817,Weymouth,MA,42.2081,-70.9524,0,1,1,1,0,1,1,1799
5648113844,apartment,2,2,Monthly,861,Pittsburgh,PA,40.4448,-79.9725,0,1,1,1,1,1,1,2260
5509258934,apartment,1,1,Monthly,750,Roswell,GA,34.025,-84.3128,1,0,1,0,0,0,0,779
5668632628,apartment,2,2,Monthly,1450,San Mateo,CA,37.552,-122.306,0,0,0,0,0,0,1,3995
5668640701,apartment,1,1,Monthly,600,Big Rapids,MI,43.7012,-85.4657,0,0,0,0,0,0,0,740
5668633114,apartment,1,1,Monthly,650,Austin,TX,30.3054,-97.7497,0,1,1,0,0,0,0,1194
5668621797,apartment,1,2,Monthly,800,Des Moines,IA,41.5927,-93.6276,0,1,0,0,0,0,0,750
5509011714,apartment,1,1,Monthly,587,Texarkana,TX,33.4632,-94.0736,0,1,1,0,0,1,1,529
5509182133,apartment,1,1,Monthly,855,Marietta,GA,34.0007,-84.4665,1,0,1,0,0,1,1,885
5668629136,apartment,2,3,Monthly,1760,American Canyon,CA,38.1623,-122.2494,0,0,0,0,0,1,1,2400
5509249592,apartment,1,2,Monthly,875,New London,CT,41.3498,-72.1062,1,0,1,0,0,1,1,1158
5509251445,apartment,1,1,Monthly,750,Pittsburgh,PA,40.5007,-80.0667,1,1,0,0,0,1,1,750
5509114002,apartment,1,1,Monthly,751,Dayton,OH,39.8092,-84.2947,0,0,0,0,0,1,1,530
5629355898,short_term,2,2,Monthly,900,Bryan,TX,30.7084,-96.347,1,0,1,1,0,0,0,500
5642365555,apartment,2,3,Monthly,1358,Lubbock,TX,33.56,-101.8904,0,0,0,0,0,0,0,1300
5666447524,apartment,1,1,Monthly,1098,Denver,CO,39.7789,-104.7545,1,1,1,0,0,0,0,1600
5664569622,apartment,1,1,Monthly,650,Saint Louis,MO,38.6274,-90.304,0,1,1,0,0,1,1,625
5668620452,apartment,1,2,Monthly,450,Anchorage,AK,61.1738,-149.9301,0,0,0,0,0,1,1,860
5509027657,apartment,1,2,Monthly,1150,Clarkston,GA,33.8091,-84.238,0,0,0,0,0,0,0,775
5668617644,apartment,1,2,Monthly,800,Plainfield,IN,39.7078,-86.3938,0,0,0,0,0,1,1,875
5668613184,apartment,1,1,Monthly,568,Lowell,MA,42.6398,-71.3184,0,1,1,1,1,0,1,1635
5668616545,apartment,1,1,Monthly,790,Colorado Springs,CO,38.8562,-104.772,0,0,1,0,1,1,1,1055
5668633816,apartment,1,1,Monthly,750,Berkeley,CA,37.8726,-122.2707,0,0,0,0,0,0,0,2300
5508861486,apartment,2,2,Monthly,1200,Dallas,TX,32.829,-96.8458,1,1,1,0,0,0,0,1755
5668623116,apartment,1,1,Monthly,250,Thousand Oaks,CA,34.2009,-118.8636,0,0,1,0,0,0,0,1050
5509127925,apartment,2,2,Monthly,876,Arlington,TX,32.6548,-97.1587,1,1,1,0,0,0,0,1169
5668627534,apartment,1,1,Monthly,600,Chicago,IL,41.8625,-87.6825,0,0,0,0,0,0,1,1460
5668634713,apartment,2,2,Monthly,1125,Florence,SC,34.1751,-79.7643,0,0,0,0,0,0,0,1950
5664575866,apartment,1,2,Monthly,422,Philadelphia,PA,40.0054,-75.1415,0,1,0,0,1,1,1,685
5648142986,apartment,1,2,Monthly,1000,Pine Valley,UT,37.3253,-113.4056,0,0,0,0,0,1,0,1520
5668625791,apartment,1,1,Monthly,600,Saint Louis,MO,38.6274,-90.304,0,1,0,0,0,1,1,830
5509248737,apartment,1,1,Monthly,789,Yukon,OK,35.4975,-97.7329,0,1,0,0,0,1,1,909
5668623244,apartment,1,1,Monthly,669,Omaha,NE,41.2562,-96.0404,0,1,0,1,0,1,1,875
5654433785,apartment,1,2,Monthly,810,Methuen,MA,42.7282,-71.1802,0,0,0,0,0,0,0,1550
5664568988,apartment,1,1,Monthly,967,New Braunfels,TX,29.7398,-98.1021,0,0,0,0,0,0,0,1135
5668619391,apartment,1,1,Monthly,750,Kingsport,TN,36.5311,-82.5209,0,0,0,0,0,0,1,725
5668614519,apartment,1,1,Monthly,569,Davenport,IA,41.5486,-90.5922,0,1,0,0,0,1,1,610
